timestamp,utilized_mw,available_mw,source_file,is_gap,hour,day,dayofweek,month,year,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,lag_1h,lag_24h,lag_168h,roll_24h_mean,roll_168h_mean,util_ratio
2022-01-01 23:00:00,74.0,87.5,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,23,1,5,1,2022,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,76.11,,,65.93375,,0.8457142857142858
2022-01-02 00:00:00,69.6,88.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,0,2,6,1,2022,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,74.0,69.6,,65.93375,,0.7909090909090909
2022-01-02 01:00:00,65.4,88.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,1,2,6,1,2022,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,69.6,71.3,,65.68791666666667,,0.7431818181818183
2022-01-02 02:00:00,65.9,88.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,2,2,6,1,2022,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,65.4,70.7,,65.48791666666666,,0.7488636363636364
2022-01-02 03:00:00,63.9,88.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,3,2,6,1,2022,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,65.9,67.0,,65.35875,,0.7261363636363636
2022-01-02 04:00:00,62.5,84.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,4,2,6,1,2022,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,63.9,62.9,,65.34208333333333,,0.7440476190476191
2022-01-02 05:00:00,61.8,84.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,5,2,6,1,2022,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,62.5,60.4,,65.40041666666666,,0.7357142857142857
2022-01-02 06:00:00,60.2,84.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,6,2,6,1,2022,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,61.8,60.8,,65.37541666666667,,0.7166666666666667
2022-01-02 07:00:00,62.23,84.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,7,2,6,1,2022,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,60.2,58.6,,65.52666666666667,,0.7408333333333333
2022-01-02 08:00:00,63.14,86.5,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,8,2,6,1,2022,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,62.23,57.8,,65.74916666666667,,0.7299421965317919
2022-01-02 09:00:00,61.5,84.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,9,2,6,1,2022,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,63.14,59.89,,65.81625,,0.7321428571428571
2022-01-02 10:00:00,59.6,84.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,10,2,6,1,2022,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,61.5,60.6,,65.77458333333334,,0.7095238095238096
2022-01-02 11:00:00,58.9,84.6,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,11,2,6,1,2022,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,59.6,63.3,,65.59124999999999,,0.6962174940898346
2022-01-02 12:00:00,60.1,85.1,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,12,2,6,1,2022,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,58.9,63.45,,65.45166666666667,,0.7062279670975323
2022-01-02 13:00:00,60.6,86.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,13,2,6,1,2022,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,60.1,65.4,,65.25166666666667,,0.7046511627906977
2022-01-02 14:00:00,63.7,86.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,14,2,6,1,2022,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,60.6,59.44,,65.42916666666666,,0.7406976744186047
2022-01-02 15:00:00,64.0,86.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,15,2,6,1,2022,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,63.7,66.6,,65.32083333333334,,0.7441860465116279
2022-01-02 16:00:00,67.17,86.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,16,2,6,1,2022,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,64.0,67.76,,65.29625,,0.781046511627907
2022-01-02 17:00:00,65.36,85.0,Jan 2022 - Generation Vs Utilization- Freetown.xlsx,0,17,2,6,1,2022,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,67.17,67.01,,65.2275,,0.7689411764705882
